Unnamed: 0,College/University Name,Type (Engineering / Medical / Arts),Type of Institute,State,City,Address,Approval Year
306,AXIS INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,KANPUR NAGAR,VILL-HATHIPUR TEHSIL KANPUR SADAR,2017-2018
307,,Applied Arts and Crafts,,Uttar Pradesh,,,2017-2018
308,,Applied Arts and Crafts,,Uttarakhand,,,2017-2018
309,,Applied Arts and Crafts,,Uttarakhand,,,2017-2018
310,,Applied Arts and Crafts,,West Bengal,,,2017-2018
311,,Applied Arts and Crafts,,West Bengal,,,2017-2018
312,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2018-2019
313,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2018-2019
314,KONERU LAKSHMAIAH EDUCATION FOUNDATION,Applied Arts and Crafts,Deemed University(Private),Andhra Pradesh,GUNTUR,"GREEN FIELDS, VADDESWARAM.",2018-2019
315,,Applied Arts and Crafts,,Andhra Pradesh,,,2018-2019
316,,Applied Arts and Crafts,,Arunachal Pradesh,,,2018-2019
317,,Applied Arts and Crafts,,Arunachal Pradesh,,,2018-2019
318,,Applied Arts and Crafts,,Assam,,,2018-2019
319,,Applied Arts and Crafts,,Assam,,,2018-2019
320,,Applied Arts and Crafts,,Bihar,,,2018-2019
321,,Applied Arts and Crafts,,Bihar,,,2018-2019
322,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2018-2019
323,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2018-2019
324,,Applied Arts and Crafts,,Chhattisgarh,,,2018-2019
325,,Applied Arts and Crafts,,Chhattisgarh,,,2018-2019
326,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2018-2019
327,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2018-2019
328,,Applied Arts and Crafts,,Daman and Diu,,,2018-2019
329,,Applied Arts and Crafts,,Daman and Diu,,,2018-2019
330,COLLEGE OF ART,Applied Arts and Crafts,Government,Delhi,EAST DELHI,20-22 TILAK MARG,2018-2019
331,,Applied Arts and Crafts,,Delhi,,,2018-2019
332,GOA COLLEGE OF ART,Applied Arts and Crafts,Government,Goa,NORTH GOA,"ALTINHO, PANAJI - GOA 403 001",2018-2019
333,,Applied Arts and Crafts,,Goa,,,2018-2019
334,,Applied Arts and Crafts,,Gujarat,,,2018-2019
335,,Applied Arts and Crafts,,Gujarat,,,2018-2019
336,GALAXY GLOBAL EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Haryana,AMBALA,"SHAHABAD-SAHA ROAD, NH-73, VILL. DINARPUR, DISTT. AMBALA",2018-2019
337,,Applied Arts and Crafts,,Haryana,,,2018-2019
338,,Applied Arts and Crafts,,Himachal Pradesh,,,2018-2019
339,,Applied Arts and Crafts,,Himachal Pradesh,,,2018-2019
340,,Applied Arts and Crafts,,Jammu and Kashmir,,,2018-2019
341,,Applied Arts and Crafts,,Jammu and Kashmir,,,2018-2019
342,,Applied Arts and Crafts,,Jharkhand,,,2018-2019
343,,Applied Arts and Crafts,,Jharkhand,,,2018-2019
344,,Applied Arts and Crafts,,Karnataka,,,2018-2019
345,,Applied Arts and Crafts,,Karnataka,,,2018-2019
346,,Applied Arts and Crafts,,Kerala,,,2018-2019
347,,Applied Arts and Crafts,,Kerala,,,2018-2019
348,,Applied Arts and Crafts,,Madhya Pradesh,,,2018-2019
349,,Applied Arts and Crafts,,Madhya Pradesh,,,2018-2019
350,"B. S. BANDEKAR COLLEGE OF FINE ART,( APPLIED ART).",Applied Arts and Crafts,Unaided - Private,Maharashtra,SINDHUDURG,"SURVE NO.54/01, NEAR FOREST BHAVAN,SALAIWADA,AT/PO.SAWANTWADI,DIST:-SINDHUDURGA.416510",2018-2019
351,VIVA INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Unaided - Private,Maharashtra,THANE,"AT:-SHIRGAON, POST:- VIRAR (E)",2018-2019
352,BHARATI KALA MAHAVIDYALAYA,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"BHARATI VIDYAPEETH EDUCATIONAL CAMPUS, PUNE-SATARA ROAD, PUNE 411043",2018-2019
353,SIR J. J. INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"DR. D. N. ROAD, FORT",2018-2019
354,PAD.DR.D.Y.PATIL COLLEGE OF APPLIED ARTS & CRAFTS,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"SECTOR NO. 29, NIGDI-PRADHIKRAN, AKURDI, PUNE -44",2018-2019
355,SIR J. J. SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"78, DR. D. N. ROAD, FORT, MUMBAI 01.",2018-2019
356,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT,Applied Arts and Crafts,Unaided - Private,Maharashtra,MUMBAI CITY,"5TH FLOOR, 278, SHANKAR GHANEKAR MARG, PRABHADEVI, MUMBAI-400025 STATE-MAHARASHTRA (INDIA)",2018-2019
357,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT,Applied Arts and Crafts,Unaided - Private,Maharashtra,MUMBAI CITY,"5TH FLOOR, 278, SHANKAR GHANEKAR MARG, PRABHADEVI, MUMBAI-400025 STATE-MAHARASHTRA (INDIA)",2018-2019
358,SIR J. J. SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"78, DR. D. N. ROAD, FORT, MUMBAI 01.",2018-2019
359,,Applied Arts and Crafts,,Manipur,,,2018-2019
360,,Applied Arts and Crafts,,Manipur,,,2018-2019
361,,Applied Arts and Crafts,,Meghalaya,,,2018-2019
362,,Applied Arts and Crafts,,Meghalaya,,,2018-2019
363,,Applied Arts and Crafts,,Mizoram,,,2018-2019
364,,Applied Arts and Crafts,,Mizoram,,,2018-2019
365,,Applied Arts and Crafts,,Nagaland,,,2018-2019
366,,Applied Arts and Crafts,,Nagaland,,,2018-2019
367,,Applied Arts and Crafts,,Odisha,,,2018-2019
368,,Applied Arts and Crafts,,Odisha,,,2018-2019
369,,Applied Arts and Crafts,,Orissa,,,2018-2019
370,,Applied Arts and Crafts,,Orissa,,,2018-2019
371,BHARATHIAR PALKALAI KOODAM,Applied Arts and Crafts,Government,Puducherry,PUDUCHERRY,"CUDDALORE MAIN ROAD, ARIYANKUPPAM",2018-2019
372,,Applied Arts and Crafts,,Puducherry,,,2018-2019
373,,Applied Arts and Crafts,,Punjab,,,2018-2019
374,,Applied Arts and Crafts,,Punjab,,,2018-2019
375,,Applied Arts and Crafts,,Rajasthan,,,2018-2019
376,,Applied Arts and Crafts,,Rajasthan,,,2018-2019
377,,Applied Arts and Crafts,,Sikkim,,,2018-2019
378,,Applied Arts and Crafts,,Sikkim,,,2018-2019
379,HINDUSTAN INSTITUTE OF TECHNOLOGY AND SCIENCE,Applied Arts and Crafts,Deemed University(Private),Tamil Nadu,KANCHIPURAM,"NO.1, RAJIV GANDHI SALAI(OMR), PADUR(VIA) KELAMBAKKAM, CHENNAI 603103",2018-2019
380,,Applied Arts and Crafts,,Tamil Nadu,,,2018-2019
381,SRI VENKATESHWARA COLLEGE OF FINE ARTS,Applied Arts and Crafts,Unaided - Private,Telangana,RANGAREDDI,"86, HITECH CITY ROAD, MADHAPUR, HYDERABAD",2018-2019
382,JNAFAU COLLEGE OF FINE ARTS,Applied Arts and Crafts,Government,Telangana,HYDERABAD,MAHAVEERMARG MASABTANK HYDERABAD-500028,2018-2019
383,JNAFAU COLLEGE OF FINE ARTS,Applied Arts and Crafts,Government,Telangana,HYDERABAD,MAHAVEERMARG MASABTANK HYDERABAD-500028,2018-2019
384,,Applied Arts and Crafts,,Tripura,,,2018-2019
385,,Applied Arts and Crafts,,Tripura,,,2018-2019
386,VIDYA INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,MEERUT,"VIDYA KNOWLEDGE PARK BAGHPAT ROAD MEERUT ,UTTAR PRADESH-250005",2018-2019
387,FMG (ACADEMY) GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,G B NAGAR,PLOT NO-8 KNOWLEDGE PARK 3,2018-2019
388,AXIS INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,KANPUR NAGAR,VILL-HATHIPUR TEHSIL KANPUR SADAR,2018-2019
389,,Applied Arts and Crafts,,Uttar Pradesh,,,2018-2019
390,,Applied Arts and Crafts,,Uttarakhand,,,2018-2019
391,,Applied Arts and Crafts,,Uttarakhand,,,2018-2019
392,,Applied Arts and Crafts,,West Bengal,,,2018-2019
393,,Applied Arts and Crafts,,West Bengal,,,2018-2019
394,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2019-2020
395,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2019-2020
396,KONERU LAKSHMAIAH EDUCATION FOUNDATION,Applied Arts and Crafts,Deemed University(Private),Andhra Pradesh,GUNTUR,"GREEN FIELDS, VADDESWARAM.",2019-2020
397,,Applied Arts and Crafts,,Andhra Pradesh,,,2019-2020
398,,Applied Arts and Crafts,,Arunachal Pradesh,,,2019-2020
399,,Applied Arts and Crafts,,Arunachal Pradesh,,,2019-2020
400,,Applied Arts and Crafts,,Assam,,,2019-2020
401,,Applied Arts and Crafts,,Assam,,,2019-2020
402,,Applied Arts and Crafts,,Bihar,,,2019-2020
403,,Applied Arts and Crafts,,Bihar,,,2019-2020
404,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2019-2020
405,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2019-2020
406,,Applied Arts and Crafts,,Chhattisgarh,,,2019-2020
407,,Applied Arts and Crafts,,Chhattisgarh,,,2019-2020
408,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2019-2020
409,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2019-2020
410,,Applied Arts and Crafts,,Daman and Diu,,,2019-2020
411,,Applied Arts and Crafts,,Daman and Diu,,,2019-2020
412,COLLEGE OF ART,Applied Arts and Crafts,Government,Delhi,EAST DELHI,20-22 TILAK MARG,2019-2020
413,,Applied Arts and Crafts,,Delhi,,,2019-2020
414,GOA COLLEGE OF ART,Applied Arts and Crafts,Government,Goa,NORTH GOA,"ALTINHO, PANAJI - GOA 403 001",2019-2020
415,,Applied Arts and Crafts,,Goa,,,2019-2020
416,,Applied Arts and Crafts,,Gujarat,,,2019-2020
417,,Applied Arts and Crafts,,Gujarat,,,2019-2020
418,GALAXY GLOBAL EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Haryana,AMBALA,"SHAHABAD-SAHA ROAD, NH-73, VILL. DINARPUR, DISTT. AMBALA",2019-2020
419,,Applied Arts and Crafts,,Haryana,,,2019-2020
420,,Applied Arts and Crafts,,Himachal Pradesh,,,2019-2020
421,,Applied Arts and Crafts,,Himachal Pradesh,,,2019-2020
422,,Applied Arts and Crafts,,Jammu and Kashmir,,,2019-2020
423,,Applied Arts and Crafts,,Jammu and Kashmir,,,2019-2020
424,,Applied Arts and Crafts,,Jharkhand,,,2019-2020
425,,Applied Arts and Crafts,,Jharkhand,,,2019-2020
426,,Applied Arts and Crafts,,Karnataka,,,2019-2020
427,,Applied Arts and Crafts,,Karnataka,,,2019-2020
428,COLLEGE OF ARCHITECTURE TRIVANDRUM,Applied Arts and Crafts,Unaided - Private,Kerala,THIRUVANANTHAPURAM,"THINAVILA,MULAYARA-P.O.,VIA-VELLANAD",2019-2020
429,,Applied Arts and Crafts,,Kerala,,,2019-2020
430,OXFORD INTERNATIONAL,Applied Arts and Crafts,Unaided - Private,Madhya Pradesh,INDORE,"SERVE NO. 151/1, 151/4 , JAMBUDI HAPSI, HATOD ROAD",2019-2020
431,,Applied Arts and Crafts,,Madhya Pradesh,,,2019-2020
432,VIVA INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Unaided - Private,Maharashtra,THANE,"AT:-SHIRGAON, POST:- VIRAR (E)",2019-2020
433,BHARATI VIDYAPEETHS COLLEGE OF FINE ARTS,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"BHARATI VIDYAPEETH EDUCATIONAL CAMPUS, PUNE-SATARA ROAD, PUNE 411043",2019-2020
434,SIR J. J. INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"DR. D. N. ROAD, FORT",2019-2020
435,PAD.DR.D.Y.PATIL COLLEGE OF APPLIED ARTS & CRAFTS,Applied Arts and Crafts,Unaided - Private,Maharashtra,PUNE,"SECTOR NO. 29, NIGDI-PRADHIKRAN, AKURDI, PUNE -44",2019-2020
436,SIR J. J. SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"78, DR. D. N. ROAD, FORT, MUMBAI 01.",2019-2020
437,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT,Applied Arts and Crafts,Unaided - Private,Maharashtra,MUMBAI CITY,"5TH FLOOR, 278, SHANKAR GHANEKAR MARG, PRABHADEVI, MUMBAI-400025 STATE-MAHARASHTRA (INDIA)",2019-2020
438,"B. S. BANDEKAR COLLEGE OF FINE ART,( APPLIED ART).",Applied Arts and Crafts,Unaided - Private,Maharashtra,SINDHUDURG,"SURVE NO.54/01, NEAR FOREST BHAVAN,SALAIWADA,AT/PO.SAWANTWADI,DIST:-SINDHUDURGA.416510",2019-2020
439,PADMABHUSHAN VASANTDADA PATIL PRATISHTHAN'S COLLEGE OF ENGINEERING,Applied Arts and Crafts,Unaided - Private,Maharashtra,MUMBAI CITY,"VASANTDADA PATIL EDUCATIONAL COMPLEX, EASTERN EXPRESS HIGHWAY, NEAR PRIYADARSHINI BUILDING, SION-CHUNABHATTI, MUMBAI - 400 022",2019-2020
440,GOVERNMENT SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,AURANGABAD,"KIL E ARK, ZANANA MAHAL, AURANGABAD.",2019-2020
441,SIR J. J. SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"78, DR. D. N. ROAD, FORT, MUMBAI 01.",2019-2020
442,GOVERNMENT SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,AURANGABAD,"KIL E ARK, ZANANA MAHAL, AURANGABAD.",2019-2020
443,FTII,Applied Arts and Crafts,Government,Maharashtra,PUNE,"LAW COLLEGE ROAD, NEAR NAL STOP, PUNE,",2019-2020
444,,Applied Arts and Crafts,,Manipur,,,2019-2020
445,,Applied Arts and Crafts,,Manipur,,,2019-2020
446,,Applied Arts and Crafts,,Meghalaya,,,2019-2020
447,,Applied Arts and Crafts,,Meghalaya,,,2019-2020
448,,Applied Arts and Crafts,,Mizoram,,,2019-2020
449,,Applied Arts and Crafts,,Mizoram,,,2019-2020
450,,Applied Arts and Crafts,,Nagaland,,,2019-2020
451,,Applied Arts and Crafts,,Nagaland,,,2019-2020
452,,Applied Arts and Crafts,,Odisha,,,2019-2020
453,,Applied Arts and Crafts,,Odisha,,,2019-2020
454,,Applied Arts and Crafts,,Orissa,,,2019-2020
455,,Applied Arts and Crafts,,Orissa,,,2019-2020
456,BHARATHIAR PALKALAI KOODAM,Applied Arts and Crafts,Government,Puducherry,PUDUCHERRY,"CUDDALORE MAIN ROAD, ARIYANKUPPAM",2019-2020
457,,Applied Arts and Crafts,,Puducherry,,,2019-2020
458,,Applied Arts and Crafts,,Punjab,,,2019-2020
459,,Applied Arts and Crafts,,Punjab,,,2019-2020
460,,Applied Arts and Crafts,,Rajasthan,,,2019-2020
461,,Applied Arts and Crafts,,Rajasthan,,,2019-2020
462,,Applied Arts and Crafts,,Sikkim,,,2019-2020
463,,Applied Arts and Crafts,,Sikkim,,,2019-2020
464,HINDUSTAN INSTITUTE OF TECHNOLOGY AND SCIENCE,Applied Arts and Crafts,Deemed University(Private),Tamil Nadu,KANCHIPURAM,"NO.1, RAJIV GANDHI SALAI(OMR), PADUR(VIA) KELAMBAKKAM, CHENNAI 603103",2019-2020
465,GOVERNMENT COLLEGE OF FINE ARTS,Applied Arts and Crafts,Government,Tamil Nadu,CHENNAI,"31,E.V.R.PERIYAR SALAI,PERIYAMET, CHENNAI",2019-2020
466,GOVERNMENT COLLEGE OF FINE ARTS,Applied Arts and Crafts,Government,Tamil Nadu,CHENNAI,"31,E.V.R.PERIYAR SALAI,PERIYAMET, CHENNAI",2019-2020
467,SRI VENKATESHWARA COLLEGE OF FINE ARTS,Applied Arts and Crafts,Unaided - Private,Telangana,RANGAREDDI,"86, HITECH CITY ROAD, MADHAPUR, HYDERABAD",2019-2020
468,,Applied Arts and Crafts,,Telangana,,,2019-2020
469,,Applied Arts and Crafts,,Tripura,,,2019-2020
470,,Applied Arts and Crafts,,Tripura,,,2019-2020
471,VIDYA INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,MEERUT,"VIDYA KNOWLEDGE PARK BAGHPAT ROAD MEERUT ,UTTAR PRADESH-250005",2019-2020
472,FMG (ACADEMY) GROUP OF INSTITUTIONS,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,G B NAGAR,PLOT NO-8 KNOWLEDGE PARK 3,2019-2020
473,AXIS INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,KANPUR NAGAR,VILL-HATHIPUR TEHSIL KANPUR SADAR,2019-2020
474,KANPUR INSTITUTE OF TECHNOLOGY,Applied Arts and Crafts,Unaided - Private,Uttar Pradesh,KANPUR NAGAR,A-1 UPSIDC INDUSTRIAL AREA ROOMA,2019-2020
475,,Applied Arts and Crafts,,Uttar Pradesh,,,2019-2020
476,,Applied Arts and Crafts,,Uttarakhand,,,2019-2020
477,,Applied Arts and Crafts,,Uttarakhand,,,2019-2020
478,,Applied Arts and Crafts,,West Bengal,,,2019-2020
479,,Applied Arts and Crafts,,West Bengal,,,2019-2020
480,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2020-2021
481,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2020-2021
482,KONERU LAKSHMAIAH EDUCATION FOUNDATION,Applied Arts and Crafts,Deemed to be University(Pvt),Andhra Pradesh,GUNTUR,"GREEN FIELDS, VADDESWARAM.",2020-2021
483,,Applied Arts and Crafts,,Andhra Pradesh,,,2020-2021
484,,Applied Arts and Crafts,,Arunachal Pradesh,,,2020-2021
485,,Applied Arts and Crafts,,Arunachal Pradesh,,,2020-2021
486,,Applied Arts and Crafts,,Assam,,,2020-2021
487,,Applied Arts and Crafts,,Assam,,,2020-2021
488,,Applied Arts and Crafts,,Bihar,,,2020-2021
489,,Applied Arts and Crafts,,Bihar,,,2020-2021
490,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2020-2021
491,GOVERNMENT COLLEGE OF ART,Applied Arts and Crafts,Government,Chandigarh,CHANDIGARH,SECTOR 10C,2020-2021
492,,Applied Arts and Crafts,,Chhattisgarh,,,2020-2021
493,,Applied Arts and Crafts,,Chhattisgarh,,,2020-2021
494,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2020-2021
495,,Applied Arts and Crafts,,Dadra and Nagar Haveli,,,2020-2021
496,,Applied Arts and Crafts,,Daman and Diu,,,2020-2021
497,,Applied Arts and Crafts,,Daman and Diu,,,2020-2021
498,,Applied Arts and Crafts,,Delhi,,,2020-2021
499,,Applied Arts and Crafts,,Delhi,,,2020-2021
500,GOA COLLEGE OF ART,Applied Arts and Crafts,Government,Goa,NORTH GOA,"ALTINHO, PANAJI - GOA 403 001",2020-2021
501,GOA COLLEGE OF ART,Applied Arts and Crafts,Government,Goa,NORTH GOA,"ALTINHO, PANAJI - GOA 403 001",2020-2021
502,,Applied Arts and Crafts,,Gujarat,,,2020-2021
503,,Applied Arts and Crafts,,Gujarat,,,2020-2021
504,GALAXY GLOBAL EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS,Applied Arts and Crafts,Private-Self Financing,Haryana,AMBALA,"SHAHABAD-SAHA ROAD, NH-73, VILL. DINARPUR, DISTT. AMBALA",2020-2021
505,,Applied Arts and Crafts,,Haryana,,,2020-2021
506,,Applied Arts and Crafts,,Himachal Pradesh,,,2020-2021
507,,Applied Arts and Crafts,,Himachal Pradesh,,,2020-2021
508,,Applied Arts and Crafts,,Jammu and Kashmir,,,2020-2021
509,,Applied Arts and Crafts,,Jammu and Kashmir,,,2020-2021
510,,Applied Arts and Crafts,,Jharkhand,,,2020-2021
511,,Applied Arts and Crafts,,Jharkhand,,,2020-2021
512,,Applied Arts and Crafts,,Karnataka,,,2020-2021
513,,Applied Arts and Crafts,,Karnataka,,,2020-2021
514,COLLEGE OF ARCHITECTURE TRIVANDRUM,Applied Arts and Crafts,Private-Self Financing,Kerala,THIRUVANANTHAPURAM,"THINAVILA,MULAYARA-P.O.,VIA-VELLANAD",2020-2021
515,,Applied Arts and Crafts,,Kerala,,,2020-2021
516,OXFORD INTERNATIONAL,Applied Arts and Crafts,Private-Self Financing,Madhya Pradesh,INDORE,"SERVE NO. 151/1, 151/4 , JAMBUDI HAPSI, HATOD ROAD",2020-2021
517,,Applied Arts and Crafts,,Madhya Pradesh,,,2020-2021
518,GOVERNMENT SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,AURANGABAD,"KIL E ARK, ZANANA MAHAL, AURANGABAD.",2020-2021
519,SIR J. J. SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"78, DR. D. N. ROAD, FORT, MUMBAI 01.",2020-2021
520,PAD.DR.D.Y.PATIL COLLEGE OF APPLIED ARTS & CRAFTS,Applied Arts and Crafts,Private-Self Financing,Maharashtra,PUNE,"SECTOR NO. 29, NIGDI-PRADHIKRAN, AKURDI, PUNE -44",2020-2021
521,RACHANA SANSAD COLLEGE OF APPLIED ART & CRAFT,Applied Arts and Crafts,Private-Self Financing,Maharashtra,MUMBAI CITY,"5TH FLOOR, 278, SHANKAR GHANEKAR MARG, PRABHADEVI, MUMBAI-400025 STATE-MAHARASHTRA (INDIA)",2020-2021
522,"B. S. BANDEKAR COLLEGE OF FINE ART,( APPLIED ART).",Applied Arts and Crafts,Private-Self Financing,Maharashtra,SINDHUDURG,"SURVE NO.54/01, NEAR FOREST BHAVAN,SALAIWADA,AT/PO.SAWANTWADI,DIST:-SINDHUDURGA.416510",2020-2021
523,VIVA INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Private-Self Financing,Maharashtra,THANE,"AT:-SHIRGAON, POST:- VIRAR (E)",2020-2021
524,VASANTDADA PATIL PRATISHTHAN'S COLLEGE OF ENGINEERING AND VISUAL ARTS,Applied Arts and Crafts,Private-Self Financing,Maharashtra,MUMBAI CITY,"VASANTDADA PATIL EDUCATIONAL COMPLEX, EASTERN EXPRESS HIGHWAY, NEAR PRIYADARSHINI BUILDING, SION-CHUNABHATTI, MUMBAI - 400 022",2020-2021
525,SIR J. J. INSTITUTE OF APPLIED ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"DR. D. N. ROAD, FORT",2020-2021
526,BHARATI VIDYAPEETHS COLLEGE OF FINE ARTS,Applied Arts and Crafts,Private-Self Financing,Maharashtra,PUNE,"BHARATI VIDYAPEETH EDUCATIONAL CAMPUS, PUNE-SATARA ROAD, PUNE 411043",2020-2021
527,FTII,Applied Arts and Crafts,Government,Maharashtra,PUNE,"LAW COLLEGE ROAD, NEAR NAL STOP, PUNE,",2020-2021
528,GOVERNMENT SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,AURANGABAD,"KIL E ARK, ZANANA MAHAL, AURANGABAD.",2020-2021
529,SIR J. J. SCHOOL OF ART,Applied Arts and Crafts,Government,Maharashtra,MUMBAI CITY,"78, DR. D. N. ROAD, FORT, MUMBAI 01.",2020-2021
530,,Applied Arts and Crafts,,Manipur,,,2020-2021
531,,Applied Arts and Crafts,,Manipur,,,2020-2021
532,,Applied Arts and Crafts,,Meghalaya,,,2020-2021
533,,Applied Arts and Crafts,,Meghalaya,,,2020-2021
534,,Applied Arts and Crafts,,Mizoram,,,2020-2021
535,,Applied Arts and Crafts,,Mizoram,,,2020-2021
536,,Applied Arts and Crafts,,Nagaland,,,2020-2021
537,,Applied Arts and Crafts,,Nagaland,,,2020-2021
538,,Applied Arts and Crafts,,Odisha,,,2020-2021
539,,Applied Arts and Crafts,,Odisha,,,2020-2021
540,,Applied Arts and Crafts,,Orissa,,,2020-2021
541,,Applied Arts and Crafts,,Orissa,,,2020-2021
542,BHARATHIAR PALKALAI KOODAM,Applied Arts and Crafts,Government,Puducherry,PUDUCHERRY,"CUDDALORE MAIN ROAD, ARIYANKUPPAM",2020-2021
543,,Applied Arts and Crafts,,Puducherry,,,2020-2021
544,,Applied Arts and Crafts,,Punjab,,,2020-2021
545,,Applied Arts and Crafts,,Punjab,,,2020-2021
546,,Applied Arts and Crafts,,Rajasthan,,,2020-2021
547,,Applied Arts and Crafts,,Rajasthan,,,2020-2021
548,,Applied Arts and Crafts,,Sikkim,,,2020-2021
549,,Applied Arts and Crafts,,Sikkim,,,2020-2021
550,HINDUSTAN INSTITUTE OF TECHNOLOGY AND SCIENCE,Applied Arts and Crafts,Deemed to be University(Pvt),Tamil Nadu,KANCHIPURAM,"NO.1, RAJIV GANDHI SALAI(OMR), PADUR(VIA) KELAMBAKKAM, CHENNAI 603103",2020-2021
551,,Applied Arts and Crafts,,Tamil Nadu,,,2020-2021
552,SRI VENKATESHWARA COLLEGE OF FINE ARTS,Applied Arts and Crafts,Private-Self Financing,Telangana,RANGAREDDI,"86, HITECH CITY ROAD, MADHAPUR, HYDERABAD",2020-2021
553,,Applied Arts and Crafts,,Telangana,,,2020-2021
554,,Applied Arts and Crafts,,Tripura,,,2020-2021
555,,Applied Arts and Crafts,,Tripura,,,2020-2021
556,KANPUR INSTITUTE OF TECHNOLOGY,Applied Arts and Crafts,Private-Self Financing,Uttar Pradesh,KANPUR NAGAR,A-1 UPSIDC INDUSTRIAL AREA ROOMA,2020-2021
557,AXIS INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Private-Self Financing,Uttar Pradesh,KANPUR NAGAR,VILL-HATHIPUR TEHSIL KANPUR SADAR,2020-2021
558,VIDYA INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Private-Self Financing,Uttar Pradesh,MEERUT,"VIDYA KNOWLEDGE PARK BAGHPAT ROAD MEERUT ,UTTAR PRADESH-250005",2020-2021
559,AXIS INSTITUTE OF FASHION TECHNOLOGY,Applied Arts and Crafts,Private-Self Financing,Uttar Pradesh,KANPUR NAGAR,VILL-HATHIPUR TEHSIL KANPUR SADAR,2020-2021
560,,Applied Arts and Crafts,,Uttarakhand,,,2020-2021
561,,Applied Arts and Crafts,,Uttarakhand,,,2020-2021
562,,Applied Arts and Crafts,,West Bengal,,,2020-2021
563,,Applied Arts and Crafts,,West Bengal,,,2020-2021
564,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2021-2022
565,,Applied Arts and Crafts,,Andaman and Nicobar Islands,,,2021-2022
566,,Applied Arts and Crafts,,Andhra Pradesh,,,2021-2022
567,,Applied Arts and Crafts,,Andhra Pradesh,,,2021-2022
568,,Applied Arts and Crafts,,Arunachal Pradesh,,,2021-2022
569,,Applied Arts and Crafts,,Arunachal Pradesh,,,2021-2022
